DateCollected,Year,Month,Day,TrapCode,TreeType,Rep,First,Second,Third,Fourth,AdultMale,AdultFemale,Total
8/30/21,2021,8,30,2H,H,2,0,0,0,0,0,0,0
8/30/21,2021,8,30,2T,TOH,2,0,0,0,0,0,0,0
8/30/21,2021,8,30,3B,BW,3,0,0,0,0,0,0,0
8/30/21,2021,8,30,3M,M,3,0,0,0,0,0,1,1
8/30/21,2021,8,30,3O,PO,3,0,0,0,0,0,0,0
8/30/21,2021,8,30,3H,H,3,0,0,0,0,0,0,0
8/30/21,2021,8,30,3T,TOH,3,0,0,0,0,0,3,3
9/6/21,2021,9,6,1B,BW,1,0,0,0,0,0,0,0
9/6/21,2021,9,6,1M,M,1,0,0,0,0,0,0,0
9/6/21,2021,9,6,1O,PO,1,0,0,0,0,0,0,0
9/6/21,2021,9,6,1H,H,1,0,0,0,0,0,0,0
9/6/21,2021,9,6,1T,TOH,1,0,0,0,0,0,0,0
9/6/21,2021,9,6,2B,BW,2,0,0,0,0,0,0,0
9/6/21,2021,9,6,2M,M,2,0,0,0,0,0,0,0
9/6/21,2021,9,6,2O,PO,2,0,0,0,0,0,0,0
9/6/21,2021,9,6,2H,H,2,0,0,0,0,0,0,0
9/6/21,2021,9,6,2T,TOH,2,0,0,0,0,0,0,0
9/6/21,2021,9,6,3B,BW,3,0,0,0,0,0,0,0
9/6/21,2021,9,6,3M,M,3,0,0,0,0,0,0,0
9/6/21,2021,9,6,3O,PO,3,0,0,0,0,0,0,0
9/6/21,2021,9,6,3H,H,3,0,0,0,0,1,1,2
9/6/21,2021,9,6,3T,TOH,3,0,0,0,1,2,4,7
9/13/21,2021,9,13,1B,BW,1,0,0,0,0,0,0,0
9/13/21,2021,9,13,1M,M,1,0,0,0,0,1,0,1
9/13/21,2021,9,13,1O,PO,1,0,0,0,0,0,0,0
9/13/21,2021,9,13,1H,H,1,0,0,0,0,0,0,0
9/13/21,2021,9,13,1T,TOH,1,0,0,0,0,0,0,0
9/13/21,2021,9,13,2B,BW,2,0,0,0,0,0,0,0
9/13/21,2021,9,13,2M,M,2,0,0,0,0,0,0,0
9/13/21,2021,9,13,2O,PO,2,0,0,0,0,0,0,0
9/13/21,2021,9,13,2H,H,2,0,0,0,0,0,0,0
9/13/21,2021,9,13,2T,TOH,2,0,0,0,0,0,0,0
9/13/21,2021,9,13,3B,BW,3,0,0,0,0,0,0,0
9/13/21,2021,9,13,3M,M,3,0,0,0,0,0,0,0
9/13/21,2021,9,13,3O,PO,3,0,0,0,0,0,0,0
9/13/21,2021,9,13,3H,H,3,0,0,0,0,0,0,0
9/13/21,2021,9,13,3T,TOH,3,0,0,0,0,4,3,7
9/20/21,2021,9,20,1B,BW,1,0,0,0,0,0,0,0
9/20/21,2021,9,20,1M,M,1,0,0,0,0,1,1,2
9/20/21,2021,9,20,1O,PO,1,0,0,0,0,0,0,0
9/20/21,2021,9,20,1H,H,1,0,0,0,0,0,0,0
9/20/21,2021,9,20,1T,TOH,1,0,0,0,0,2,5,7
9/20/21,2021,9,20,2B,BW,2,0,0,0,0,2,2,4
9/20/21,2021,9,20,2M,M,2,0,0,0,0,0,0,0
9/20/21,2021,9,20,2O,PO,2,0,0,0,0,0,0,0
9/20/21,2021,9,20,2H,H,2,0,0,0,0,0,0,0
9/20/21,2021,9,20,2T,TOH,2,0,0,0,0,0,0,0
9/20/21,2021,9,20,3B,BW,3,0,0,0,0,0,1,1
9/20/21,2021,9,20,3M,M,3,0,0,0,0,0,0,0
9/20/21,2021,9,20,3O,PO,3,0,0,0,0,0,0,0
9/20/21,2021,9,20,3H,H,3,0,0,0,0,0,0,0
9/20/21,2021,9,20,3T,TOH,3,0,0,0,0,1,6,7
9/29/21,2021,9,29,1B,BW,1,0,0,0,0,0,1,1
9/29/21,2021,9,29,1M,M,1,0,0,0,0,2,0,2
9/29/21,2021,9,29,1O,PO,1,0,0,0,0,0,0,0
9/29/21,2021,9,29,1H,H,1,0,0,0,0,2,0,2
9/29/21,2021,9,29,1T,TOH,1,0,0,0,0,3,2,5
9/29/21,2021,9,29,2B,BW,2,0,0,0,0,0,0,0
9/29/21,2021,9,29,2M,M,2,0,0,0,0,0,0,0
9/29/21,2021,9,29,2O,PO,2,0,0,0,0,1,0,1
9/29/21,2021,9,29,2H,H,2,0,0,0,0,0,1,1
9/29/21,2021,9,29,2T,TOH,2,0,0,0,0,0,0,0
9/29/21,2021,9,29,3B,BW,3,0,0,0,0,0,2,2
9/29/21,2021,9,29,3M,M,3,0,0,0,0,0,2,2
9/29/21,2021,9,29,3O,PO,3,0,0,0,0,0,0,0
9/29/21,2021,9,29,3H,H,3,0,0,0,0,1,0,1
9/29/21,2021,9,29,3T,TOH,3,0,0,0,0,3,7,10
10/4/21,2021,10,4,1B,BW,1,0,0,0,0,0,0,0
10/4/21,2021,10,4,1M,M,1,0,0,0,0,0,0,0
10/4/21,2021,10,4,1O,PO,1,0,0,0,0,0,1,1
10/4/21,2021,10,4,1H,H,1,0,0,0,0,0,0,0
10/4/21,2021,10,4,1T,TOH,1,0,0,0,0,7,2,9
10/4/21,2021,10,4,2B,BW,2,0,0,0,0,0,1,1
10/4/21,2021,10,4,2M,M,2,0,0,0,0,0,0,0
10/4/21,2021,10,4,2O,PO,2,0,0,0,0,0,0,0
10/4/21,2021,10,4,2H,H,2,0,0,0,0,0,2,2
10/4/21,2021,10,4,2T,TOH,2,0,0,0,0,0,1,1
10/4/21,2021,10,4,3B,BW,3,0,0,0,0,0,0,0
10/4/21,2021,10,4,3M,M,3,0,0,0,0,1,1,2
10/4/21,2021,10,4,3O,PO,3,0,0,0,0,0,0,0
10/4/21,2021,10,4,3H,H,3,0,0,0,0,0,0,0
10/4/21,2021,10,4,3T,TOH,3,0,0,0,0,4,1,5
10/11/21,2021,10,11,1B,BW,1,0,0,0,0,0,0,0
10/11/21,2021,10,11,1M,M,1,0,0,0,0,10,2,12
10/11/21,2021,10,11,1O,PO,1,0,0,0,0,0,0,0
10/11/21,2021,10,11,1H,H,1,0,0,0,0,0,0,0
10/11/21,2021,10,11,1T,TOH,1,0,0,0,0,2,2,4
10/11/21,2021,10,11,2B,BW,2,0,0,0,0,0,0,0
10/11/21,2021,10,11,2M,M,2,0,0,0,0,3,2,5
10/11/21,2021,10,11,2O,PO,2,0,0,0,0,2,0,2
10/11/21,2021,10,11,2H,H,2,0,0,0,0,0,2,2
10/11/21,2021,10,11,2T,TOH,2,0,0,0,0,0,0,0
10/11/21,2021,10,11,3B,BW,3,0,0,0,0,0,0,0
10/11/21,2021,10,11,3M,M,3,0,0,0,0,3,1,4
10/11/21,2021,10,11,3O,PO,3,0,0,0,0,0,0,0
10/11/21,2021,10,11,3H,H,3,0,0,0,0,0,0,0
10/11/21,2021,10,11,3T,TOH,3,0,0,0,0,1,0,1
10/18/21,2021,10,18,1B,BW,1,0,0,0,0,0,0,0
10/18/21,2021,10,18,1M,M,1,0,0,0,0,8,1,9
10/18/21,2021,10,18,1O,PO,1,0,0,0,0,1,0,1
10/18/21,2021,10,18,1H,H,1,0,0,0,0,0,0,0
10/18/21,2021,10,18,1T,TOH,1,0,0,0,0,15,7,22
10/18/21,2021,10,18,2B,BW,2,0,0,0,0,1,1,2
10/18/21,2021,10,18,2M,M,2,0,0,0,0,4,7,11
10/18/21,2021,10,18,2O,PO,2,0,0,0,0,0,0,0
10/18/21,2021,10,18,2H,H,2,0,0,0,0,0,1,1
10/18/21,2021,10,18,2T,TOH,2,0,0,0,0,0,0,0
10/18/21,2021,10,18,3B,BW,3,0,0,0,0,0,0,0
10/18/21,2021,10,18,3M,M,3,0,0,0,0,1,0,1
10/18/21,2021,10,18,3O,PO,3,0,0,0,0,0,0,0
10/18/21,2021,10,18,3H,H,3,0,0,0,0,0,1,1
10/18/21,2021,10,18,3T,TOH,3,0,0,0,0,5,1,6
10/25/21,2021,10,25,1B,BW,1,0,0,0,0,0,0,0
10/25/21,2021,10,25,1M,M,1,0,0,0,0,4,2,6
10/25/21,2021,10,25,1O,PO,1,0,0,0,0,0,1,1
10/25/21,2021,10,25,1H,H,1,0,0,0,0,0,0,0
10/25/21,2021,10,25,1T,TOH,1,0,0,0,0,11,9,20
10/25/21,2021,10,25,2B,BW,2,0,0,0,0,3,3,6
10/25/21,2021,10,25,2M,M,2,0,0,0,0,1,2,3
10/25/21,2021,10,25,2O,PO,2,0,0,0,0,3,1,4
10/25/21,2021,10,25,2H,H,2,0,0,0,0,0,2,2
10/25/21,2021,10,25,2T,TOH,2,0,0,0,0,0,0,0
10/25/21,2021,10,25,3B,BW,3,0,0,0,0,0,0,0
10/25/21,2021,10,25,3M,M,3,0,0,0,0,3,2,5
10/25/21,2021,10,25,3O,PO,3,0,0,0,0,0,0,0
10/25/21,2021,10,25,3H,H,3,0,0,0,0,0,0,0
10/25/21,2021,10,25,3T,TOH,3,0,0,0,0,3,3,6
11/1/21,2021,11,1,1B,BW,1,0,0,0,0,1,1,2
11/1/21,2021,11,1,1M,M,1,0,0,0,0,3,0,3
11/1/21,2021,11,1,1O,PO,1,0,0,0,0,1,1,2
11/1/21,2021,11,1,1H,H,1,0,0,0,0,0,0,0
11/1/21,2021,11,1,1T,TOH,1,0,0,0,0,34,18,52
11/1/21,2021,11,1,2B,BW,2,0,0,0,0,4,9,13
11/1/21,2021,11,1,2M,M,2,0,0,0,0,4,3,7
11/1/21,2021,11,1,2O,PO,2,0,0,0,0,2,1,3
11/1/21,2021,11,1,2H,H,2,0,0,0,0,0,3,3
11/1/21,2021,11,1,2T,TOH,2,0,0,0,0,0,1,1
11/1/21,2021,11,1,3B,BW,3,0,0,0,0,0,0,0
11/1/21,2021,11,1,3M,M,3,0,0,0,0,2,0,2
11/1/21,2021,11,1,3O,PO,3,0,0,0,0,0,0,0
11/1/21,2021,11,1,3H,H,3,0,0,0,0,0,0,0
11/1/21,2021,11,1,3T,TOH,3,0,0,0,0,0,1,1
11/8/21,2021,11,8,1B,BW,1,0,0,0,0,0,0,0
11/8/21,2021,11,8,1M,M,1,0,0,0,0,0,0,0
11/8/21,2021,11,8,1O,PO,1,0,0,0,0,0,0,0
11/8/21,2021,11,8,1H,H,1,0,0,0,0,0,0,0
11/8/21,2021,11,8,1T,TOH,1,0,0,0,0,1,4,5
11/8/21,2021,11,8,2B,BW,2,0,0,0,0,0,1,1
11/8/21,2021,11,8,2M,M,2,0,0,0,0,0,0,0
11/8/21,2021,11,8,2O,PO,2,0,0,0,0,2,2,4
11/8/21,2021,11,8,2H,H,2,0,0,0,0,0,0,0
11/8/21,2021,11,8,2T,TOH,2,0,0,0,0,0,0,0
11/8/21,2021,11,8,3B,BW,3,0,0,0,0,0,0,0
11/8/21,2021,11,8,3M,M,3,0,0,0,0,0,0,0
11/8/21,2021,11,8,3O,PO,3,0,0,0,0,0,0,0
11/8/21,2021,11,8,3H,H,3,0,0,0,0,0,1,1
11/8/21,2021,11,8,3T,TOH,3,0,0,0,0,0,0,0
