Plant ID,Treatment,Variety,Day,InsectCount,PreSprayCount
CF1714,Bridage 2EC,Cabernet franc,1,0,0
CF1715,Bridage 2EC,Cabernet franc,1,0,0
CF1716,Bridage 2EC,Cabernet franc,1,0,0
CF1717,Bridage 2EC,Cabernet franc,1,0,1
CF1718,Bridage 2EC,Cabernet franc,1,0,0
CF221,Bridage 2EC,Cabernet franc,1,0,9
CF222,Bridage 2EC,Cabernet franc,1,0,0
CF223,Bridage 2EC,Cabernet franc,1,0,0
CF224,Bridage 2EC,Cabernet franc,1,0,0
CF225,Bridage 2EC,Cabernet franc,1,0,0
CF226,Bridage 2EC,Cabernet franc,1,0,0
CF227,Bridage 2EC,Cabernet franc,1,0,0
CF228,Bridage 2EC,Cabernet franc,1,0,0
CF229,Bridage 2EC,Cabernet franc,1,0,0
CF2210,Bridage 2EC,Cabernet franc,1,0,1
CF2211,Bridage 2EC,Cabernet franc,1,0,0
CF2212,Bridage 2EC,Cabernet franc,1,0,0
CF2213,Bridage 2EC,Cabernet franc,1,0,0
CF2214,Bridage 2EC,Cabernet franc,1,0,0
CF2215,Bridage 2EC,Cabernet franc,1,0,0
CF2216,Bridage 2EC,Cabernet franc,1,0,1
CF2217,Bridage 2EC,Cabernet franc,1,0,0
CS231,Crptonyx,Cabernet Sauv,17,2,31
CS232,Crptonyx,Cabernet Sauv,17,0,2
CS233,Crptonyx,Cabernet Sauv,17,0,0
CS234,Crptonyx,Cabernet Sauv,17,0,0
CS235,Crptonyx,Cabernet Sauv,17,0,0
CS236,Crptonyx,Cabernet Sauv,17,0,0
CS237,Crptonyx,Cabernet Sauv,17,0,0
CS238,Crptonyx,Cabernet Sauv,17,0,0
CS239,Crptonyx,Cabernet Sauv,17,0,0
CS2310,Crptonyx,Cabernet Sauv,17,0,0
CS2311,Crptonyx,Cabernet Sauv,17,0,0
CS2312,Crptonyx,Cabernet Sauv,17,0,0
CS2313,Crptonyx,Cabernet Sauv,17,0,0
CS2314,Crptonyx,Cabernet Sauv,17,0,0
CS2315,Crptonyx,Cabernet Sauv,17,0,0
CS2316,Crptonyx,Cabernet Sauv,17,0,1
CS2317,Crptonyx,Cabernet Sauv,17,0,0
CS281,Crptonyx,Cabernet Sauv,17,0,44
CS282,Crptonyx,Cabernet Sauv,17,0,2
CS283,Crptonyx,Cabernet Sauv,17,0,1
CS284,Crptonyx,Cabernet Sauv,17,0,1
CS285,Crptonyx,Cabernet Sauv,17,0,0
CS286,Crptonyx,Cabernet Sauv,17,0,0
CS287,Crptonyx,Cabernet Sauv,17,0,0
CS288,Crptonyx,Cabernet Sauv,17,0,0
CS289,Crptonyx,Cabernet Sauv,17,0,0
CS2810,Crptonyx,Cabernet Sauv,17,0,0
CS2811,Crptonyx,Cabernet Sauv,17,0,1
CS2812,Crptonyx,Cabernet Sauv,17,0,0
CS2813,Crptonyx,Cabernet Sauv,17,0,0
CS2814,Crptonyx,Cabernet Sauv,17,0,0
CS2815,Crptonyx,Cabernet Sauv,17,0,0
CS2816,Crptonyx,Cabernet Sauv,17,0,0
CS2817,Crptonyx,Cabernet Sauv,17,0,0
CS331,Crptonyx,Cabernet Sauv,17,0,0
CS332,Crptonyx,Cabernet Sauv,17,0,3
CS333,Crptonyx,Cabernet Sauv,17,0,1
CS334,Crptonyx,Cabernet Sauv,17,0,0
CS335,Crptonyx,Cabernet Sauv,17,0,0
CS336,Crptonyx,Cabernet Sauv,17,0,0
CS337,Crptonyx,Cabernet Sauv,17,0,0
CS338,Crptonyx,Cabernet Sauv,17,0,0
CS339,Crptonyx,Cabernet Sauv,17,0,1
CS3310,Crptonyx,Cabernet Sauv,17,0,0
CS3311,Crptonyx,Cabernet Sauv,17,0,0
CS3312,Crptonyx,Cabernet Sauv,17,0,0
CS3313,Crptonyx,Cabernet Sauv,17,0,0
CS3314,Crptonyx,Cabernet Sauv,17,0,0
CS371,Crptonyx,Cabernet Sauv,17,1,58
CS372,Crptonyx,Cabernet Sauv,17,0,15
CS373,Crptonyx,Cabernet Sauv,17,0,2
CS374,Crptonyx,Cabernet Sauv,17,0,1
CS375,Crptonyx,Cabernet Sauv,17,0,1
CS376,Crptonyx,Cabernet Sauv,17,0,0
CS377,Crptonyx,Cabernet Sauv,17,0,0
CS378,Crptonyx,Cabernet Sauv,17,0,1
CS379,Crptonyx,Cabernet Sauv,17,0,1
CS3710,Crptonyx,Cabernet Sauv,17,0,0
CS3711,Crptonyx,Cabernet Sauv,17,0,0
CS3712,Crptonyx,Cabernet Sauv,17,0,0
CS3713,Crptonyx,Cabernet Sauv,17,0,0
CS3714,Crptonyx,Cabernet Sauv,17,0,0
CS3715,Crptonyx,Cabernet Sauv,17,1,0
CS3716,Crptonyx,Cabernet Sauv,17,0,0
CS3717,Crptonyx,Cabernet Sauv,17,0,0
CS421,Crptonyx,Cabernet Sauv,17,0,41
CS422,Crptonyx,Cabernet Sauv,17,0,7
CS423,Crptonyx,Cabernet Sauv,17,0,2
CS424,Crptonyx,Cabernet Sauv,17,0,1
CS425,Crptonyx,Cabernet Sauv,17,0,0
CS426,Crptonyx,Cabernet Sauv,17,0,0
CS427,Crptonyx,Cabernet Sauv,17,0,0
CS428,Crptonyx,Cabernet Sauv,17,0,0
CS429,Crptonyx,Cabernet Sauv,17,0,0
CS4210,Crptonyx,Cabernet Sauv,17,0,1
CS4211,Crptonyx,Cabernet Sauv,17,0,0
CS4212,Crptonyx,Cabernet Sauv,17,0,0
CS4213,Crptonyx,Cabernet Sauv,17,0,0
CS4214,Crptonyx,Cabernet Sauv,17,0,0
CS4215,Crptonyx,Cabernet Sauv,17,0,0
CS4216,Crptonyx,Cabernet Sauv,17,0,0
CS4217,Crptonyx,Cabernet Sauv,17,0,1
M431,Bridage 2EC,Merlot,1,0,15
M432,Bridage 2EC,Merlot,1,1,4
M433,Bridage 2EC,Merlot,1,0,0
M434,Bridage 2EC,Merlot,1,0,0
M435,Bridage 2EC,Merlot,1,0,0
M436,Bridage 2EC,Merlot,1,0,0
M437,Bridage 2EC,Merlot,1,0,0
M438,Bridage 2EC,Merlot,1,0,0
M439,Bridage 2EC,Merlot,1,0,0
M4310,Bridage 2EC,Merlot,1,0,0
M4311,Bridage 2EC,Merlot,1,0,0
M4312,Bridage 2EC,Merlot,1,0,0
M4313,Bridage 2EC,Merlot,1,0,0
M4314,Bridage 2EC,Merlot,1,0,0
M4315,Bridage 2EC,Merlot,1,0,0
M4316,Bridage 2EC,Merlot,1,0,0
M4317,Bridage 2EC,Merlot,1,0,0
M481,Bridage 2EC,Merlot,1,0,64
M482,Bridage 2EC,Merlot,1,0,29
M483,Bridage 2EC,Merlot,1,0,1
M484,Bridage 2EC,Merlot,1,0,0
M485,Bridage 2EC,Merlot,1,0,0
M486,Bridage 2EC,Merlot,1,0,0
M487,Bridage 2EC,Merlot,1,0,0
M488,Bridage 2EC,Merlot,1,0,0
M489,Bridage 2EC,Merlot,1,0,0
M4810,Bridage 2EC,Merlot,1,0,0
M4811,Bridage 2EC,Merlot,1,0,0
M4812,Bridage 2EC,Merlot,1,0,0
M4813,Bridage 2EC,Merlot,1,0,0
M4814,Bridage 2EC,Merlot,1,0,0
M4815,Bridage 2EC,Merlot,1,0,0
M4816,Bridage 2EC,Merlot,1,0,0
M4817,Bridage 2EC,Merlot,1,0,0
M531,Bridage 2EC,Merlot,1,0,38
M532,Bridage 2EC,Merlot,1,0,2
M533,Bridage 2EC,Merlot,1,0,4
M534,Bridage 2EC,Merlot,1,0,0
M535,Bridage 2EC,Merlot,1,0,4
M536,Bridage 2EC,Merlot,1,0,0
M537,Bridage 2EC,Merlot,1,0,0
M538,Bridage 2EC,Merlot,1,0,0
M539,Bridage 2EC,Merlot,1,0,0
M5310,Bridage 2EC,Merlot,1,0,0
M5311,Bridage 2EC,Merlot,1,0,0
M5312,Bridage 2EC,Merlot,1,0,0
M5313,Bridage 2EC,Merlot,1,0,0
M5314,Bridage 2EC,Merlot,1,0,0
M5315,Bridage 2EC,Merlot,1,0,0
M5316,Bridage 2EC,Merlot,1,0,0
M5317,Bridage 2EC,Merlot,1,NA,NA
M571,Bridage 2EC,Merlot,1,0,27
M572,Bridage 2EC,Merlot,1,0,9
M573,Bridage 2EC,Merlot,1,0,1
M574,Bridage 2EC,Merlot,1,0,0
M575,Bridage 2EC,Merlot,1,0,0
M576,Bridage 2EC,Merlot,1,0,0
M577,Bridage 2EC,Merlot,1,0,0
M578,Bridage 2EC,Merlot,1,0,0
M579,Bridage 2EC,Merlot,1,0,0
M5710,Bridage 2EC,Merlot,1,0,0
M5711,Bridage 2EC,Merlot,1,0,0
M5712,Bridage 2EC,Merlot,1,0,0
M5713,Bridage 2EC,Merlot,1,0,0
M5714,Bridage 2EC,Merlot,1,0,0
M5715,Bridage 2EC,Merlot,1,0,0
M5716,Bridage 2EC,Merlot,1,0,0
M621,Bridage 2EC,Merlot,1,1,28
M622,Bridage 2EC,Merlot,1,0,0
M623,Bridage 2EC,Merlot,1,0,0
M624,Bridage 2EC,Merlot,1,0,3
M625,Bridage 2EC,Merlot,1,0,2
M626,Bridage 2EC,Merlot,1,0,0
M627,Bridage 2EC,Merlot,1,0,0
M628,Bridage 2EC,Merlot,1,0,0
M629,Bridage 2EC,Merlot,1,0,0
M6210,Bridage 2EC,Merlot,1,0,0
M6211,Bridage 2EC,Merlot,1,0,0
M6212,Bridage 2EC,Merlot,1,0,0
M6213,Bridage 2EC,Merlot,1,0,0
M6214,Bridage 2EC,Merlot,1,0,0
M6215,Bridage 2EC,Merlot,1,0,0
M6216,Bridage 2EC,Merlot,1,0,0
C631,Bridage 2EC,Chardonnay,16,0,19
C632,Bridage 2EC,Chardonnay,16,0,10
C633,Bridage 2EC,Chardonnay,16,0,11
C634,Bridage 2EC,Chardonnay,16,0,2
C635,Bridage 2EC,Chardonnay,16,0,0
C636,Bridage 2EC,Chardonnay,16,0,0
C637,Bridage 2EC,Chardonnay,16,0,0
C638,Bridage 2EC,Chardonnay,16,0,0
C639,Bridage 2EC,Chardonnay,16,0,0
C6310,Bridage 2EC,Chardonnay,16,0,1
C6311,Bridage 2EC,Chardonnay,16,0,0
C6312,Bridage 2EC,Chardonnay,16,0,0
C6313,Bridage 2EC,Chardonnay,16,0,0
C6314,Bridage 2EC,Chardonnay,16,0,0
C6315,Bridage 2EC,Chardonnay,16,0,4
C6316,Bridage 2EC,Chardonnay,16,0,0
C681,Bridage 2EC,Chardonnay,16,0,35
C682,Bridage 2EC,Chardonnay,16,0,25
C683,Bridage 2EC,Chardonnay,16,0,8
C684,Bridage 2EC,Chardonnay,16,0,4
C685,Bridage 2EC,Chardonnay,16,0,1
C686,Bridage 2EC,Chardonnay,16,0,1
C687,Bridage 2EC,Chardonnay,16,0,1
C688,Bridage 2EC,Chardonnay,16,0,2
C689,Bridage 2EC,Chardonnay,16,0,1
C6910,Bridage 2EC,Chardonnay,16,0,1
C6911,Bridage 2EC,Chardonnay,16,0,0
C6912,Bridage 2EC,Chardonnay,16,0,1
C6913,Bridage 2EC,Chardonnay,16,0,0
C6914,Bridage 2EC,Chardonnay,16,0,0
C6915,Bridage 2EC,Chardonnay,16,0,0
C6916,Bridage 2EC,Chardonnay,16,0,0
C731,Bridage 2EC,Chardonnay,16,0,25
C732,Bridage 2EC,Chardonnay,16,0,10
C733,Bridage 2EC,Chardonnay,16,0,25
C734,Bridage 2EC,Chardonnay,16,1,7
C735,Bridage 2EC,Chardonnay,16,0,3
C736,Bridage 2EC,Chardonnay,16,0,1
C737,Bridage 2EC,Chardonnay,16,0,4
C738,Bridage 2EC,Chardonnay,16,0,0
C739,Bridage 2EC,Chardonnay,16,0,2
C7310,Bridage 2EC,Chardonnay,16,0,1
C7311,Bridage 2EC,Chardonnay,16,0,0
C7312,Bridage 2EC,Chardonnay,16,0,0
C7313,Bridage 2EC,Chardonnay,16,0,0
C7314,Bridage 2EC,Chardonnay,16,0,0
C7315,Bridage 2EC,Chardonnay,16,0,0
C7316,Bridage 2EC,Chardonnay,16,0,1
C781,Bridage 2EC,Chardonnay,16,0,11
C782,Bridage 2EC,Chardonnay,16,0,12
C783,Bridage 2EC,Chardonnay,16,1,3
C784,Bridage 2EC,Chardonnay,16,0,3
C785,Bridage 2EC,Chardonnay,16,0,1
C786,Bridage 2EC,Chardonnay,16,0,2
C787,Bridage 2EC,Chardonnay,16,0,2
C788,Bridage 2EC,Chardonnay,16,0,0
C789,Bridage 2EC,Chardonnay,16,0,0
C7810,Bridage 2EC,Chardonnay,16,0,0
C7811,Bridage 2EC,Chardonnay,16,0,0
C7812,Bridage 2EC,Chardonnay,16,0,1
C7813,Bridage 2EC,Chardonnay,16,0,1
C7814,Bridage 2EC,Chardonnay,16,0,1
C841,Bridage 2EC,Chardonnay,16,0,57
C842,Bridage 2EC,Chardonnay,16,0,30
C843,Bridage 2EC,Chardonnay,16,1,27
C844,Bridage 2EC,Chardonnay,16,1,12
C845,Bridage 2EC,Chardonnay,16,0,10
C846,Bridage 2EC,Chardonnay,16,0,7
C847,Bridage 2EC,Chardonnay,16,0,14
C848,Bridage 2EC,Chardonnay,16,0,3
C849,Bridage 2EC,Chardonnay,16,0,2
C8410,Bridage 2EC,Chardonnay,16,0,15
C8411,Bridage 2EC,Chardonnay,16,0,6
C8412,Bridage 2EC,Chardonnay,16,0,4
C8413,Bridage 2EC,Chardonnay,16,0,3
C8414,Bridage 2EC,Chardonnay,16,0,1
CF11,Bridage 2EC,Cabernet franc,4,0,1
CF12,Bridage 2EC,Cabernet franc,4,0,1
CF13,Bridage 2EC,Cabernet franc,4,0,0
CF14,Bridage 2EC,Cabernet franc,4,0,3
CF15,Bridage 2EC,Cabernet franc,4,0,1
CF16,Bridage 2EC,Cabernet franc,4,0,0
CF17,Bridage 2EC,Cabernet franc,4,0,0
CF18,Bridage 2EC,Cabernet franc,4,0,3
CF19,Bridage 2EC,Cabernet franc,4,0,2
CF110,Bridage 2EC,Cabernet franc,4,0,0
CF111,Bridage 2EC,Cabernet franc,4,0,4
CF112,Bridage 2EC,Cabernet franc,4,0,0
CF113,Bridage 2EC,Cabernet franc,4,0,0
CF114,Bridage 2EC,Cabernet franc,4,0,0
CF115,Bridage 2EC,Cabernet franc,4,0,2
CF116,Bridage 2EC,Cabernet franc,4,0,7
CF117,Bridage 2EC,Cabernet franc,4,0,10
CF61,Bridage 2EC,Cabernet franc,4,0,4
CF62,Bridage 2EC,Cabernet franc,4,0,0
CF63,Bridage 2EC,Cabernet franc,4,0,0
CF64,Bridage 2EC,Cabernet franc,4,0,0
CF65,Bridage 2EC,Cabernet franc,4,0,0
CF66,Bridage 2EC,Cabernet franc,4,0,0
CF67,Bridage 2EC,Cabernet franc,4,0,0
CF68,Bridage 2EC,Cabernet franc,4,0,0
CF69,Bridage 2EC,Cabernet franc,4,0,0
CF610,Bridage 2EC,Cabernet franc,4,0,0
CF611,Bridage 2EC,Cabernet franc,4,0,0
CF612,Bridage 2EC,Cabernet franc,4,0,0
CF613,Bridage 2EC,Cabernet franc,4,0,0
CF614,Bridage 2EC,Cabernet franc,4,0,1
CF615,Bridage 2EC,Cabernet franc,4,0,1
CF616,Bridage 2EC,Cabernet franc,4,0,0
CF617,Bridage 2EC,Cabernet franc,4,0,3
CF121,Bridage 2EC,Cabernet franc,4,0,3
CF122,Bridage 2EC,Cabernet franc,4,0,0
CF123,Bridage 2EC,Cabernet franc,4,0,0
CF124,Bridage 2EC,Cabernet franc,4,0,0
CF125,Bridage 2EC,Cabernet franc,4,0,0
CF126,Bridage 2EC,Cabernet franc,4,0,1
CF127,Bridage 2EC,Cabernet franc,4,0,0
CF128,Bridage 2EC,Cabernet franc,4,0,0
CF129,Bridage 2EC,Cabernet franc,4,0,0
CF1210,Bridage 2EC,Cabernet franc,4,0,0
CF1211,Bridage 2EC,Cabernet franc,4,0,0
CF1212,Bridage 2EC,Cabernet franc,4,0,1
CF1213,Bridage 2EC,Cabernet franc,4,0,0
CF1214,Bridage 2EC,Cabernet franc,4,0,0
CF1215,Bridage 2EC,Cabernet franc,4,0,2
CF1216,Bridage 2EC,Cabernet franc,4,0,0
CF1217,Bridage 2EC,Cabernet franc,4,0,0
CF171,Bridage 2EC,Cabernet franc,4,0,15
CF172,Bridage 2EC,Cabernet franc,4,0,5
CF173,Bridage 2EC,Cabernet franc,4,0,0
CF174,Bridage 2EC,Cabernet franc,4,0,0
CF175,Bridage 2EC,Cabernet franc,4,0,0
CF176,Bridage 2EC,Cabernet franc,4,0,0
CF177,Bridage 2EC,Cabernet franc,4,0,0
CF178,Bridage 2EC,Cabernet franc,4,0,0
CF179,Bridage 2EC,Cabernet franc,4,0,0
CF1710,Bridage 2EC,Cabernet franc,4,0,0
CF1711,Bridage 2EC,Cabernet franc,4,0,0
CF1712,Bridage 2EC,Cabernet franc,4,0,0
CF1713,Bridage 2EC,Cabernet franc,4,0,0
CF1714,Bridage 2EC,Cabernet franc,4,0,0
CF1715,Bridage 2EC,Cabernet franc,4,0,0
CF1716,Bridage 2EC,Cabernet franc,4,0,0
CF1717,Bridage 2EC,Cabernet franc,4,0,1
CF1718,Bridage 2EC,Cabernet franc,4,0,0
CF221,Bridage 2EC,Cabernet franc,4,0,9
CF222,Bridage 2EC,Cabernet franc,4,0,0
CF223,Bridage 2EC,Cabernet franc,4,0,0
CF224,Bridage 2EC,Cabernet franc,4,0,0
CF225,Bridage 2EC,Cabernet franc,4,0,0
CF226,Bridage 2EC,Cabernet franc,4,0,0
CF227,Bridage 2EC,Cabernet franc,4,0,0
CF228,Bridage 2EC,Cabernet franc,4,0,0
CF229,Bridage 2EC,Cabernet franc,4,0,0
CF2210,Bridage 2EC,Cabernet franc,4,0,1
CF2211,Bridage 2EC,Cabernet franc,4,0,0
CF2212,Bridage 2EC,Cabernet franc,4,0,0
CF2213,Bridage 2EC,Cabernet franc,4,0,0
CF2214,Bridage 2EC,Cabernet franc,4,0,0
CF2215,Bridage 2EC,Cabernet franc,4,0,0
CF2216,Bridage 2EC,Cabernet franc,4,0,1
CF2217,Bridage 2EC,Cabernet franc,4,0,0
M431,Bridage 2EC,Merlot,4,0,15
M432,Bridage 2EC,Merlot,4,0,4
M433,Bridage 2EC,Merlot,4,0,0
M434,Bridage 2EC,Merlot,4,0,0
M435,Bridage 2EC,Merlot,4,0,0
M436,Bridage 2EC,Merlot,4,0,0
M437,Bridage 2EC,Merlot,4,0,0
M438,Bridage 2EC,Merlot,4,0,0
M439,Bridage 2EC,Merlot,4,0,0
M4310,Bridage 2EC,Merlot,4,0,0
M4311,Bridage 2EC,Merlot,4,0,0
M4312,Bridage 2EC,Merlot,4,0,0
M4313,Bridage 2EC,Merlot,4,0,0
M4314,Bridage 2EC,Merlot,4,0,0
M4315,Bridage 2EC,Merlot,4,0,0
M4316,Bridage 2EC,Merlot,4,0,0
M4317,Bridage 2EC,Merlot,4,0,0
M481,Bridage 2EC,Merlot,4,0,64
M482,Bridage 2EC,Merlot,4,0,29
M483,Bridage 2EC,Merlot,4,0,1
M484,Bridage 2EC,Merlot,4,0,0
M485,Bridage 2EC,Merlot,4,0,0
M486,Bridage 2EC,Merlot,4,0,0
M487,Bridage 2EC,Merlot,4,0,0
M488,Bridage 2EC,Merlot,4,0,0
M489,Bridage 2EC,Merlot,4,0,0
M4810,Bridage 2EC,Merlot,4,0,0
M4811,Bridage 2EC,Merlot,4,0,0
M4812,Bridage 2EC,Merlot,4,0,0
M4813,Bridage 2EC,Merlot,4,0,0
M4814,Bridage 2EC,Merlot,4,0,0
M4815,Bridage 2EC,Merlot,4,0,0
M4816,Bridage 2EC,Merlot,4,0,0
M4817,Bridage 2EC,Merlot,4,0,0
M531,Bridage 2EC,Merlot,4,0,38
M532,Bridage 2EC,Merlot,4,0,2
M533,Bridage 2EC,Merlot,4,0,4
M534,Bridage 2EC,Merlot,4,0,0
M535,Bridage 2EC,Merlot,4,0,4
M536,Bridage 2EC,Merlot,4,0,0
M537,Bridage 2EC,Merlot,4,0,0
M538,Bridage 2EC,Merlot,4,0,0
M539,Bridage 2EC,Merlot,4,0,0
M5310,Bridage 2EC,Merlot,4,0,0
M5311,Bridage 2EC,Merlot,4,0,0
M5312,Bridage 2EC,Merlot,4,0,0
M5313,Bridage 2EC,Merlot,4,0,0
M5314,Bridage 2EC,Merlot,4,0,0
M5315,Bridage 2EC,Merlot,4,0,0
M5316,Bridage 2EC,Merlot,4,0,0
M5317,Bridage 2EC,Merlot,4,0,NA
M571,Bridage 2EC,Merlot,4,0,27
M572,Bridage 2EC,Merlot,4,0,9
M573,Bridage 2EC,Merlot,4,0,1
M574,Bridage 2EC,Merlot,4,0,0
M575,Bridage 2EC,Merlot,4,0,0
M576,Bridage 2EC,Merlot,4,0,0
M577,Bridage 2EC,Merlot,4,0,0
M578,Bridage 2EC,Merlot,4,0,0
M579,Bridage 2EC,Merlot,4,0,0
M5710,Bridage 2EC,Merlot,4,0,0
M5711,Bridage 2EC,Merlot,4,0,0
M5712,Bridage 2EC,Merlot,4,0,0
M5713,Bridage 2EC,Merlot,4,0,0
M5714,Bridage 2EC,Merlot,4,0,0
M5715,Bridage 2EC,Merlot,4,0,0
M5716,Bridage 2EC,Merlot,4,0,0
M621,Bridage 2EC,Merlot,4,0,28
M622,Bridage 2EC,Merlot,4,0,0
M623,Bridage 2EC,Merlot,4,0,0
M624,Bridage 2EC,Merlot,4,0,3
M625,Bridage 2EC,Merlot,4,0,2
M626,Bridage 2EC,Merlot,4,0,0
M627,Bridage 2EC,Merlot,4,0,0
M628,Bridage 2EC,Merlot,4,0,0
M629,Bridage 2EC,Merlot,4,0,0
M6210,Bridage 2EC,Merlot,4,0,0
M6211,Bridage 2EC,Merlot,4,0,0
M6212,Bridage 2EC,Merlot,4,0,0
M6213,Bridage 2EC,Merlot,4,0,0
M6214,Bridage 2EC,Merlot,4,0,0
M6215,Bridage 2EC,Merlot,4,0,0
M6216,Bridage 2EC,Merlot,4,0,0
